Rede,Nome Fantasia,Logradouro,Bairro,Cep,Ddd,Telefone,Uf,Municipio,DtAbertutra,codUnidade,Cnpj,Categoria,Classsificação,Fontes,Cnes,Latitude,Longitude,Email
Mmartan,Shopping Bougainville,"Rua 9, 1855,  Loja 125, 2º Piso, 2º Piso",Setor Marista,74150130,,(62) 82000380,GO,Goiânia,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-16.695507,-49.265759,fr_bougainville@mmartan.com.br
Mmartan,Royal Plaza Shopping,"Avenida Nossa Senhora das Dores, 305,  Lojas 315/316, 3º Piso",Nossa Senhora das Dores,97050531,,(55) 981031967,RS,Santa Maria,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-29.689785,-53.795063,fr_santamaria@mmartan.com.br
Mmartan,Iguatemi Fortaleza,"Avenida Washington Soares 85, 85,  Loja 219, Térreo",Edson Queiroz,60811900,,(85) 89032620,CE,Fortaleza,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-3.757319,-38.489624,fr_ifortaleza@mmartan.com.br
Mmartan,Parque Shopping Maceió,"Avenida Comendador Gustavo Paiva, 5945,  Loja 2022, 2º Piso",Cruz das Almas,57038000,,(82) 88892093,AL,Maceió,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-9.657058,-35.723596,fr_parquemaceio@mmartan.com.br
Mmartan,Shopping Pátio Dom Luis,"Avenida Dom Luís, 1200,  Lojas 110/111, 1º Piso",Meireles,60160230,,(85) 82098988,CE,Fortaleza,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-3.735827,-38.489902,fr_domluis@mmartan.com.br
Mmartan,Campos dos Goytacazes,"Rua Conselheiro José Fernandes, 412,  Loja 01",Centro,28035232,,(22) 998252863,RJ,Campos dos Goytacazes,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-21.759185,-41.333314,fr_campos@mmartan.com.br
Mmartan,Shopping da Ilha,"Avenida Daniel de La Touche, 987, loja 301J/K",Cohama,65074115,,(98) 982063332,MA,São Luís,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-2.528179,-44.254643,fr_shoppingdailha@mmartan.com.br
Mmartan,Sinop,"Rua das Graviolas, 383, Sala 01",Setor Comercial,78550136,,(66) 996953193,MT,Sinop,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-11.852812,-55.512069,fr_sinop@mmartan.com.br
Mmartan,Rio Branco,"Avenida Ceará, 833",Cerâmica,69905066,,(68) 999029986,AC,Rio Branco,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-9.986338,-67.846245,fr_rba@mmartan.com.br
Mmartan,Park Shopping Barigui,"Rua Professor Pedro Viriato Parigot de Souza, 600, Loja 259A, 2º Piso",Mossunguê,81200100,,(41) 98000145,PR,Curitiba,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-25.436248,-49.316931,fr_barigui@mmartan.com.br
Mmartan,Sumaré,"Avenida Sumaré, 997",Perdizes,05016110,,(11) 940665919,SP,São Paulo,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.539189,-46.674826,fr_sumare@mmartan.com.br
Mmartan,Jaú Shopping,"Avenida Doutor Quinzinho, 511,  Lojas 24/27, Térreo",Chácara Peccioli,17210110,,(14) 991176541,SP,Jaú,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.297784,-48.545601,fr_jau@mmartan.com.br
Mmartan,Riomar Aracaju,"Av. Luiz Lua Gonzaga, 400,  Lojas 243/244/232B, 2º Piso",Coroa Do Meio,49035000,,(81) 81739739,SE,Aracaju,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-10.94553,-37.047806,fr_aracaju@mmartan.com.br
Mmartan,Amapá Garden Shopping,"Rodovia Juscelino Kubitschek, 2141,  Loja 216/215, 2º Piso",Universidade,68903419,,(96) 99110086,AP,Macapá,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-0.00836,-51.08144,fr_amapagarden@mmartan.com.br
Mmartan,Shopping Recife,"Rua Padre Carapuceiro 777, 777,  Lojas 69/70/71 BV, 2º Piso",Boa Viagem,51020900,,(81) 86484190,PE,Recife,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-8.11949,-34.90439,fr_shoprecife@mmartan.com.br
Mmartan,Varginha,"Avenida Rui Barbosa, 49, Lojas 04/05",Centro,37002140,,(35) 999087411,MG,Varginha,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-21.555513,-45.439735,fr_varginha@mmartan.com.br
Mmartan,Barra Shopping Sul,"Avenida Diário de Notícias, 300, Loja 2074",Cristal,90810080,,(51) 993551631,RS,Porto Alegre,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-30.086095,-51.248381,fr_barrasul@mmartan.com.br
Mmartan,Praiamar Shopping,"Rua Alexandre Martins, 80,  Loja 258, 1º Piso",Aparecida,11025200,,(13) 996169567,SP,Santos,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.97732,-46.309667,fr_santos@mmartan.com.br
Mmartan,Shopping Vitória,"Avenida Américo Buaiz 200, 200, Loja 512, 1º Piso",Enseada do Suá,29050902,,(27) 996935821,ES,Vitória,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-20.312381,-40.288499,fr_vitoria2@mmartan.com.br
Mmartan,Iguatemi Porto Alegre,"Avenida João Wallig 1800, 1800, Lojas 2119/2123, 2º Piso",Passo da Areia,91349900,,(51) 93551631,RS,Porto Alegre,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-30.024305,-51.161862,fr_iguatemipa@mmartan.com.br
Mmartan,Jardim Sul Shopping,"Avenida Giovanni Gronchi, 5819,  Lojas 393/394, 2º Piso",Vila Andrade,05724003,,(11) 997128880,SP,São Paulo,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.630687,-46.736433,fr_jardimsul@mmartan.com.br
Mmartan,Cariri Garden Shopping,"Av. Padre Cicero, 2555,  Lojas 23/24, 1º Piso",Triangulo,63041140,,(88) 81300444,CE,Juazeiro Do Norte,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-7.223597,-39.324734,fr_juazeirodonorte@mmartan.com.br
Mmartan,Boulevard Shopping Feira de Santana,"Avenida Governador João Durval Carneiro 3665, 3665,  Lojas 278/279, Térreo",São João,44051900,,(75) 991099862,BA,Feira de Santana,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-12.241651,-38.949101,fr_feiradesantana@mmartan.com.br
Mmartan,Itabuna,"Travessa Santo André, 150",Nossa Senhora da Conceição,45605210,,(73) 36134758,BA,Itabuna,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-14.791219,-39.271578,fr_itabuna@mmartan.com.br
Mmartan,Palmas,"Quadra ACSE 1 Avenida LO 1, 16, Sala 04",Plano Diretor Sul,77020020,,(63) 992154759,TO,Palmas,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-10.188435,-48.326669,fr_palmas@mmartan.com.br
Mmartan,Boulevard Belem,"Avenida Visconde de Souza Franco, 776, SALA 338 ALTOS",Reduto,66053000,,(91) 91920155,PA,Belém,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-1.445706,-48.488997,fr_sbe@mmartan.com.br
Mmartan,Colinas Shopping São Jose dos Campos,"Avenida São João, 2200,  EUC NT 36/37, Térreo",Jardim das Colinas,12242000,,(12) 981176771,SP,São José dos Campos,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.204664,-45.908859,fr_colinas@mmartan.com.br
Mmartan,Shopping Uberaba,"Avenida Santa Beatriz da Silva, 1501,  Lojas 526/528, Térreo",São Benedito,38020433,,(34) 998891040,MG,Uberaba,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-19.767529,-47.952971,fr_uberaba@mmartan.com.br
Mmartan,Barra Salvador,"Avenida Centenário, 2992, L2 LOJAS 214 E 215",Barra,40140400,,(71) 31877706,BA,Salvador,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-13.006695,-38.526489,fr_bsv@mmartan.com.br
Mmartan,Maceió,"Avenida Álvaro Otacílio, 4515,  Loja 7",Jatiúca,57036850,,(82) 93079098,AL,Maceió,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-9.64537,-35.700381,fr_maceio@mmartan.com.br
Mmartan,Presidente Prudente,"Avenida Washington Luiz, 2412",Jardim Paulista,19023450,,(18) 996271588,SP,Presidente Prudente,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.115576,-51.403912,fr_prudente@mmartan.com.br
Mmartan,Iguatemi Praia de Belas,"Avenida Praia de Belas, 1181",Praia de Belas,90110001,,(51) 34753744,RS,Porto Alegre,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-30.050771,-51.228621,fr_ips@mmartan.com.br
Mmartan,Shopping Tambore,"Avenida Piracema, 669, Loja 150, Térreo",Tamboré,06460030,,(11) 995748880,SP,Barueri,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.504149,-46.833527,fr_stb@mmartan.com.br
Mmartan,Shopping Campo Grande,"Avenida Afonso Pena, 4909, Loja 1910, 1º Piso",Santa Fé,79031010,,(67) 91220118,MS,Campo Grande,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-20.458901,-54.587825,fr_campogrande@mmartan.com.br
Mmartan,Teresina,"Avenida Homero Castelo Branco, 2005, Lojas 03/04",São Cristóvão,64052005,,(86) 999434310,PI,Teresina,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-5.073683,-42.782068,fr_teresina@mmartan.com.br
Mmartan,Pouso Alegre,"Av. Porfirio Ribeiro De Andrade, 315",Fatima,37550000,,(35) 998809097,MG,Pouso Alegre,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.223152,-45.921329,fr_pousoalegre@mmartan.com.br
Mmartan,Ribeirão Shopping,"Avenida Coronel Fernando Ferreira Leite 1540, 1540,  Loja 168, 1º Piso",Jardim Califórnia,14026900,,(16) 992034633,SP,Ribeirão Preto,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-21.212251,-47.814253,fr_ribeiraoshop@mmartan.com.br
Mmartan,Franca,"Avenida Doutor Ismael Alonso Y. Alonso, 879",Centro,14400770,,(16) 991555038,SP,Franca,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-20.547274,-47.400734,fr_franca@mmartan.com.br
Mmartan,Rondon Plaza Shopping,"Avenida Rotary Internacional, 1950, Lojas 307/308, Térreo",Parque Sagrada Família,78735219,,(66) 99312212,MT,Rondonópolis,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-16.472973,-54.608809,fr_rondonopolis@mmartan.com.br
Mmartan,Iguatemi Brasilia,"Quadra CA 4,  Lote A,  Bloco A, Loja 41, Térreo",Setor de Habitações Individuais Norte,71503504,,(61) 983800043,DF,Brasília,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-15.720031,-47.88645,fr_iguatemibr@mmartan.com.br
Mmartan,Indaiatuba,"Avenida Presidente Kennedy, 1142",Cidade Nova,13334170,,(19) 998400898,SP,Indaiatuba,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.083371,-47.203729,fr_indaiatuba@mmartan.com.br
Mmartan,Riomar Fortaleza,"Rua Desembargador Lauro Nogueira, 1500,  Loja 1160, 1º Piso",Papicu,60176065,,(85) 32653521,CE,Fortaleza,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-3.741939,-38.472054,fr_riomarfortaleza@mmartan.com.br
Mmartan,Rio Design Barra,"Avenida das Américas, 7777,  Lojas 227/228, 2º Piso",Barra da Tijuca,22793081,,(21) 989151343,RJ,Rio de Janeiro,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.000852,-43.385559,fr_riodesign@mmartan.com.br
Mmartan,Riomar Recife,"Avenida República do Líbano 251, 236,  Loja 2137, 2º Piso",Pina,51110900,,(85) 97712004,PE,Recife,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-8.085587,-34.894897,fr_riomar@mmartan.com.br
Mmartan,Catuaí Shopping Maringá,"Avenida Colombo,  9161, Loja 213, Lote 1/1",Gleba Patrimônio Maringá,87070000,,(19) 991297170,PR,Maringá,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.420018,-51.970329,catuaimaringa@mmartan.com.br
Mmartan,Pantanal Shopping Cuiaba,"Avenida Historiador Rubens de Mendonça, 3300, Lojas 2147/2148, Térreo",Bosque da Saúde,78050000,,(65) 984368002,MT,Cuiabá,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-15.575735,-56.071781,fr_cuiaba@mmartan.com.br
Mmartan,Friburgo Shopping Center,"Praça Presidente Getúlio Vargas, 139,  Lojas 147/148, Térreo",Centro,28610175,,(22) 988293001,RJ,Nova Friburgo,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.280231,-42.533251,fr_novafriburgo@mmartan.com.br
Mmartan,Porto Velho,"Avenida Carlos Gomes, 2242",São Cristóvão,76804038,,(69) 992153858,RO,Porto Velho,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-8.759063,-63.892242,fr_portovelho@mmartan.com.br
Mmartan,Caruaru,"Avenida Agamenon Magalhães, 885A, Quadra 54, Lote 96",Maurício de Nassau,55014000,,(81) 997064881,PE,Caruaru,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-8.274661,-35.973902,fr_caruaru@mmartan.com.br
Mmartan,Sete Lagoas,"Avenida Otávio Campelo Ribeiro, 2801, Loja 275",Eldorado,35702153,,(31) 988660093,MG,Sete Lagoas,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-19.472853,-44.271984,fr_setelagoas@mmartan.com.br
Mmartan,Shopping Patio Marabá,"Quadra Quinze, S/N, LOTE 10 ANDAR 3 LOJA 327 SHOP. PATIO",Nova Marabá,68507445,,,PA,Marabá,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-5.341449,-49.144935,fr_mba@mmartan.com.br
Mmartan,Bauru Shopping,"Rua Henrique Savi 55 Quadra 15, 15/55,  Lojas AM 82/83, 1º Piso",Vila Cidade Universitária,17011900,,(14) 996518725,SP,Bauru,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-22.342441,-49.050003,fr_bauru@mmartan.com.br
Mmartan,Parque Shopping Maia,"Avenida Bartholomeu de Carlos, 230,  Loja 3023/3024,  3º Piso",Jardim Flor da Montanha,07097420,,(11) 988391797,SP,Guarulhos,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.443497,-46.540087,fr_parquemaia@mmartan.com.br
Mmartan,Itatiba,"Rua Rui Barbosa, 220,  Loja 08",Centro,13250280,,(11) 943090884,SP,Itatiba,,,"[<Selector xpath=""descendant-or-self::div[@class and contains(concat(' ', normalize-space(@class), ' '), ' x21smb-0 ') and (@class and contains(concat(' ', normalize-space(@class), ' '), ' eaLBM '))]/p/span/text()"" data='Ammo Varejo Ltda CNPJ: 03.494.776/001...'>]",Artigos Diversos,,,,-23.003955,-46.843147,fr_itatiba@mmartan.com.br
